0,1,2,3,4
"(0, 0.8958536)","(3, 0.10222646)",,,
"(0, 0.7518995)","(3, 0.24545224)",,,
"(0, 0.83423734)","(3, 0.16416875)",,,
"(0, 0.82834846)","(3, 0.15822917)","(4, 0.0122171985)",,
"(0, 0.9380955)","(3, 0.060259692)",,,
"(0, 0.4972948)","(3, 0.50135463)",,,
"(0, 0.7552863)","(3, 0.24234794)",,,
"(0, 0.8491547)","(1, 0.025216037)","(3, 0.1245265)",,
"(0, 0.7059315)","(3, 0.29219222)",,,
"(0, 0.91851103)","(3, 0.07953217)",,,
"(0, 0.8179947)","(3, 0.1797682)",,,
"(0, 0.73504233)","(3, 0.2634001)",,,
"(0, 0.9948554)",,,,
"(0, 0.7103217)","(3, 0.28804046)",,,
"(0, 0.860719)","(3, 0.13751149)",,,
"(0, 0.7336569)","(3, 0.26478943)",,,
"(0, 0.875124)","(3, 0.123106346)",,,
"(0, 0.22868861)","(3, 0.7687797)",,,
"(0, 0.4667217)","(3, 0.53004247)",,,
"(0, 0.69185185)","(3, 0.30588573)",,,
"(0, 0.41899267)","(1, 0.09446255)","(3, 0.48516947)",,
"(0, 0.5304362)","(2, 0.034049295)","(3, 0.3793812)","(4, 0.05548546)",
"(0, 0.6556921)","(3, 0.3420834)",,,
"(0, 0.659565)","(3, 0.2997193)","(4, 0.038893066)",,
"(0, 0.37518293)","(1, 0.030552397)","(2, 0.038590506)","(3, 0.5547076)",
"(0, 0.5985855)","(3, 0.29281572)","(4, 0.10711206)",,
"(0, 0.6386388)","(2, 0.049454164)","(3, 0.31033188)",,
"(0, 0.37173873)","(3, 0.48978212)","(4, 0.1372235)",,
"(0, 0.24992517)","(1, 0.1640784)","(3, 0.5848928)",,
"(0, 0.62194747)","(2, 0.018187538)","(3, 0.3578979)",,
"(0, 0.2690576)","(1, 0.08138794)","(3, 0.648149)",,
"(0, 0.66510767)","(1, 0.04513306)","(3, 0.28862512)",,
"(0, 0.5998466)","(3, 0.39814168)",,,
"(0, 0.39755318)","(3, 0.6003835)",,,
"(0, 0.8260241)","(3, 0.17105451)",,,
"(0, 0.4145982)","(1, 0.040931508)","(2, 0.019021831)","(3, 0.524491)",
"(0, 0.49965397)","(1, 0.019278517)","(3, 0.3331676)","(4, 0.14710651)",
"(0, 0.6800578)","(3, 0.2083221)","(4, 0.10991135)",,
"(0, 0.80133647)","(3, 0.19654946)",,,
"(0, 0.4213074)","(3, 0.57638556)",,,
"(0, 0.5316666)","(3, 0.46581677)",,,
"(0, 0.51504314)","(1, 0.049387563)","(3, 0.35123426)","(4, 0.08363836)",
"(0, 0.48490086)","(2, 0.01379909)","(3, 0.49995378)",,
"(0, 0.5930287)","(3, 0.40422982)",,,
"(0, 0.83443445)","(3, 0.16312659)",,,
"(0, 0.5297564)","(3, 0.46715203)",,,
"(0, 0.56095207)","(3, 0.4356692)",,,
"(0, 0.47112465)","(3, 0.5273439)",,,
"(0, 0.42667997)","(3, 0.44819412)","(4, 0.12437487)",,
"(0, 0.40354744)","(1, 0.026385631)","(2, 0.011094299)","(3, 0.45490405)","(4, 0.10406861)"
"(0, 0.48090833)","(2, 0.029852325)","(3, 0.36093262)","(4, 0.12782969)",
"(0, 0.45179468)","(3, 0.4889139)","(4, 0.058398772)",,
"(0, 0.35248062)","(1, 0.03320522)","(2, 0.116373874)","(3, 0.430828)","(4, 0.067112304)"
"(0, 0.3860795)","(3, 0.3461714)","(4, 0.26687357)",,
"(0, 0.5110801)","(3, 0.3923051)","(4, 0.095751226)",,
"(0, 0.27930453)","(1, 0.06954795)","(3, 0.4079149)","(4, 0.24274617)",
"(0, 0.45188054)","(1, 0.041179154)","(3, 0.5060387)",,
"(0, 0.3851752)","(1, 0.09234035)","(3, 0.32140908)","(4, 0.20068848)",
"(0, 0.2707585)","(1, 0.10381316)","(3, 0.33839568)","(4, 0.28658408)",
"(0, 0.530732)","(3, 0.46715784)",,,
"(0, 0.47384313)","(1, 0.039702404)","(2, 0.011743469)","(3, 0.3517042)","(4, 0.12300681)"
"(0, 0.26897317)","(1, 0.10720256)","(3, 0.38767037)","(4, 0.23567143)",
"(0, 0.37719566)","(1, 0.045356367)","(3, 0.47011292)","(4, 0.10676316)",
"(0, 0.383252)","(1, 0.10534125)","(3, 0.18497477)","(4, 0.32601854)",
"(0, 0.4978117)","(1, 0.06534924)","(3, 0.4181781)","(4, 0.018257102)",
"(0, 0.34810886)","(1, 0.0533878)","(2, 0.04186015)","(3, 0.46926504)","(4, 0.08737811)"
"(0, 0.36649114)","(1, 0.021703947)","(3, 0.35323623)","(4, 0.25815028)",
"(0, 0.32859942)","(1, 0.04695656)","(3, 0.3872985)","(4, 0.23676996)",
"(0, 0.332122)","(1, 0.049059525)","(3, 0.48714325)","(4, 0.1312623)",
"(0, 0.3810964)","(2, 0.030449403)","(3, 0.4444154)","(4, 0.14358374)",
"(0, 0.31690964)","(3, 0.41547358)","(4, 0.26682475)",,
"(0, 0.3557216)","(1, 0.14206034)","(3, 0.35429427)","(4, 0.14750531)",
"(0, 0.537445)","(3, 0.45820025)",,,
"(0, 0.4121597)","(1, 0.05097399)","(3, 0.46702045)","(4, 0.06947899)",
"(0, 0.4484846)","(3, 0.54990244)",,,
"(0, 0.52800614)","(1, 0.036038682)","(3, 0.43514976)",,
"(0, 0.4154716)","(3, 0.37165594)","(4, 0.21183516)",,
"(0, 0.59304243)","(1, 0.021549853)","(2, 0.3826189)",,
"(0, 0.47737575)","(2, 0.51987046)",,,
"(0, 0.5598127)","(2, 0.43702167)",,,
"(0, 0.5558433)","(2, 0.37223423)","(4, 0.06936557)",,
"(0, 0.562953)","(2, 0.4339655)",,,
"(0, 0.65706104)","(2, 0.33934343)",,,
"(0, 0.47243547)","(2, 0.5241149)",,,
"(0, 0.5426141)","(2, 0.45363814)",,,
"(0, 0.5381553)","(2, 0.45850188)",,,
"(0, 0.5302768)","(2, 0.46464983)",,,
"(0, 0.449647)","(2, 0.53562856)","(3, 0.013898603)",,
"(0, 0.53871214)","(2, 0.45800245)",,,
"(0, 0.51444376)","(2, 0.48235616)",,,
"(0, 0.5414399)","(2, 0.42613393)","(4, 0.02962846)",,
"(0, 0.45309135)","(2, 0.4878983)","(4, 0.056285173)",,
"(0, 0.5075653)","(2, 0.4892007)",,,
"(0, 0.7006618)","(2, 0.29565296)",,,
"(0, 0.52516466)","(2, 0.4714084)",,,
"(0, 0.45404413)","(2, 0.5428568)",,,
"(0, 0.4601431)","(2, 0.5372407)",,,
"(0, 0.5192026)","(2, 0.4768041)",,,
"(0, 0.39021167)","(2, 0.6070282)",,,
"(0, 0.56988937)","(2, 0.4269499)",,,
"(0, 0.41227648)","(1, 0.026485581)","(2, 0.53005725)","(3, 0.0103822285)","(4, 0.020798454)"
"(0, 0.523364)","(2, 0.47384837)",,,
"(0, 0.5612976)","(1, 0.03388718)","(2, 0.40228024)",,
"(0, 0.5290354)","(2, 0.45889577)","(3, 0.0111853285)",,
"(0, 0.5350165)","(2, 0.46186793)",,,
"(0, 0.5812692)","(2, 0.4155203)",,,
"(0, 0.5951392)","(2, 0.4019151)",,,
"(0, 0.98471415)","(3, 0.013661587)",,,
"(0, 0.98670214)",,,,
"(0, 0.99537194)",,,,
"(0, 0.9963072)",,,,
"(0, 0.99365276)",,,,
"(0, 0.96775365)","(4, 0.028287258)",,,
"(0, 0.9509836)","(4, 0.044681765)",,,
"(0, 0.96350527)","(3, 0.015887223)","(4, 0.019675542)",,
"(0, 0.99584126)",,,,
"(0, 0.9797824)","(3, 0.018978946)",,,
"(0, 0.987361)","(3, 0.011010525)",,,
"(0, 0.99603695)",,,,
"(0, 0.98423505)","(3, 0.014153455)",,,
"(0, 0.9943655)",,,,
"(0, 0.9960725)",,,,
"(0, 0.9950794)",,,,
"(0, 0.9962863)",,,,
"(0, 0.9606688)","(3, 0.03782091)",,,
"(0, 0.94803965)","(3, 0.01913875)","(4, 0.031654164)",,
"(0, 0.99469084)",,,,
"(0, 0.953799)","(3, 0.044668883)",,,
"(0, 0.97949594)","(3, 0.018819068)",,,
"(0, 0.9736727)","(2, 0.013774751)","(3, 0.011721116)",,
"(0, 0.9758854)","(3, 0.022349553)",,,
"(0, 0.9961406)",,,,
"(0, 0.9453882)","(4, 0.04915581)",,,
"(0, 0.9961698)",,,,
"(0, 0.99532944)",,,,
"(0, 0.9487609)","(3, 0.049567528)",,,
"(0, 0.9949346)",,,,
"(0, 0.37932548)","(1, 0.052797858)","(2, 0.40128896)","(3, 0.08397279)","(4, 0.08261489)"
"(0, 0.19609754)","(2, 0.36238134)","(3, 0.44064432)",,
"(0, 0.24309729)","(2, 0.54236543)","(3, 0.17548083)","(4, 0.03862746)",
"(0, 0.28140107)","(2, 0.61053157)","(3, 0.09187258)","(4, 0.015644483)",
"(0, 0.20128004)","(2, 0.6793458)","(3, 0.118321635)",,
"(0, 0.2698756)","(1, 0.03539048)","(2, 0.67563236)","(3, 0.018726673)",
"(0, 0.17911893)","(2, 0.489782)","(3, 0.30998746)","(4, 0.020703943)",
"(0, 0.40935543)","(2, 0.3665096)","(3, 0.22320023)",,
"(0, 0.21741568)","(2, 0.57372594)","(3, 0.2079665)",,
"(0, 0.29296377)","(1, 0.046655003)","(2, 0.51051676)","(3, 0.14934699)",
"(0, 0.30697083)","(1, 0.041805238)","(2, 0.62795055)","(3, 0.02280305)",
"(0, 0.2738893)","(1, 0.012470286)","(2, 0.429591)","(3, 0.28368223)",
"(0, 0.21128976)","(2, 0.63279074)","(3, 0.15516713)",,
"(0, 0.2070734)","(2, 0.6286741)","(3, 0.124641135)","(4, 0.039153207)",
"(0, 0.2567956)","(2, 0.55798036)","(3, 0.10239307)","(4, 0.082447544)",
"(0, 0.2380734)","(1, 0.09719648)","(2, 0.52337754)","(3, 0.09659179)","(4, 0.044760793)"
"(0, 0.20541829)","(2, 0.67406327)","(3, 0.061972093)","(4, 0.058109596)",
"(0, 0.24743858)","(2, 0.6409036)","(3, 0.05287341)","(4, 0.058221847)",
"(0, 0.30901405)","(2, 0.67055506)","(3, 0.019518629)",,
"(0, 0.3783667)","(1, 0.07750443)","(2, 0.28203395)","(3, 0.26162085)",
"(0, 0.21863207)","(1, 0.047108777)","(2, 0.5746387)","(3, 0.15917256)",
"(0, 0.23105867)","(2, 0.47393954)","(3, 0.29410407)",,
"(0, 0.145965)","(1, 0.09005821)","(2, 0.6453926)","(3, 0.118109435)",
"(0, 0.23045631)","(1, 0.06560885)","(2, 0.54176974)","(3, 0.1617004)",
"(0, 0.37487006)","(2, 0.4779595)","(3, 0.092466556)","(4, 0.05419722)",
"(0, 0.18080331)","(1, 0.07274307)","(2, 0.6017592)","(3, 0.07553438)","(4, 0.06916001)"
"(0, 0.2104258)","(1, 0.010636114)","(2, 0.49133897)","(3, 0.17692512)","(4, 0.110673964)"
"(0, 0.2513976)","(2, 0.39013222)","(3, 0.35700274)",,
"(0, 0.20527966)","(2, 0.3486234)","(3, 0.41553622)","(4, 0.030191654)",
"(0, 0.29400554)","(2, 0.5620672)","(3, 0.13588686)",,
"(0, 0.19725497)","(3, 0.8008515)",,,
"(0, 0.2183173)","(3, 0.7791941)",,,
"(0, 0.30933076)","(2, 0.02940555)","(3, 0.65929556)",,
"(0, 0.3557655)","(3, 0.641747)",,,
"(0, 0.27206925)","(3, 0.72562385)",,,
"(0, 0.26204547)","(3, 0.7359269)",,,
"(0, 0.25268742)","(3, 0.7448529)",,,
"(0, 0.37614498)","(2, 0.013302141)","(3, 0.55675983)","(4, 0.05295504)",
"(0, 0.37069198)","(3, 0.62692916)",,,
"(0, 0.2911904)","(3, 0.5829489)","(4, 0.12404097)",,
"(0, 0.13676028)","(3, 0.86043197)",,,
"(0, 0.3747847)","(3, 0.6230045)",,,
"(0, 0.28146315)","(3, 0.7168237)",,,
"(0, 0.25336406)","(3, 0.7443053)",,,
"(0, 0.4714519)","(3, 0.5258766)",,,
"(0, 0.13711353)","(3, 0.86057955)",,,
"(0, 0.28624895)","(2, 0.027079828)","(3, 0.66131616)","(4, 0.024543427)",
"(0, 0.24229772)","(3, 0.66692275)","(4, 0.08881245)",,
"(0, 0.13013273)","(3, 0.86756253)",,,
"(0, 0.23342492)","(3, 0.6735869)","(4, 0.091457814)",,
"(0, 0.24060981)","(3, 0.7568458)",,,
"(0, 0.3375804)","(3, 0.60518676)","(4, 0.055830147)",,
"(0, 0.352581)","(3, 0.64521915)",,,
"(0, 0.25348204)","(3, 0.7434111)",,,
"(0, 0.09575519)","(3, 0.9019133)",,,
"(0, 0.38740492)","(3, 0.61036146)",,,
"(0, 0.14169937)","(3, 0.7745276)","(4, 0.08227116)",,
"(0, 0.33801392)","(1, 0.016646294)","(3, 0.6435713)",,
"(0, 0.46065786)","(2, 0.013360456)","(3, 0.5244554)",,
"(0, 0.19981964)","(3, 0.798278)",,,
"(0, 0.6474797)","(1, 0.33440956)","(2, 0.013997061)",,
"(0, 0.77483135)","(1, 0.18246973)","(3, 0.04187091)",,
"(0, 0.5865232)","(1, 0.4102291)",,,
"(0, 0.5772612)","(1, 0.40660545)","(2, 0.012417477)",,
"(0, 0.6520235)","(1, 0.34514844)",,,
"(0, 0.6096272)","(1, 0.2900461)","(3, 0.09918578)",,
"(0, 0.53851086)","(1, 0.45612633)",,,
"(0, 0.6907206)","(1, 0.2429168)","(3, 0.065524355)",,
"(0, 0.62838364)","(1, 0.32855758)","(4, 0.038092427)",,
"(0, 0.6617262)","(1, 0.30227414)","(3, 0.03498435)",,
"(0, 0.5138326)","(1, 0.40180296)","(2, 0.08126018)",,
"(0, 0.697374)","(1, 0.29691604)",,,
"(0, 0.7038034)","(1, 0.2538622)","(2, 0.039358452)",,
"(0, 0.5609706)","(1, 0.28201622)","(2, 0.03288359)","(3, 0.123742655)",
"(0, 0.6577941)","(1, 0.3385933)",,,
"(0, 0.6401132)","(1, 0.31063467)","(4, 0.045800373)",,
"(0, 0.7367128)","(1, 0.22198993)","(3, 0.040302504)",,
"(0, 0.75072736)","(1, 0.24623112)",,,
"(0, 0.58019745)","(1, 0.4152071)",,,
"(0, 0.6307205)","(1, 0.3653167)",,,
"(0, 0.61314017)","(1, 0.36564234)","(2, 0.017666824)",,
"(0, 0.5871494)","(1, 0.33400175)","(3, 0.0780794)",,
"(0, 0.64075017)","(1, 0.2977052)","(3, 0.06062488)",,
"(0, 0.6742534)","(1, 0.32201353)",,,
"(0, 0.55814075)","(1, 0.41917455)","(4, 0.019412922)",,
"(0, 0.60915244)","(1, 0.3870038)",,,
"(0, 0.7856616)","(1, 0.20958336)",,,
"(0, 0.6165538)","(1, 0.35413778)","(2, 0.026238488)",,
"(0, 0.5592939)","(1, 0.4363012)",,,
"(0, 0.72289217)","(1, 0.2734448)",,,
"(3, 0.94416577)","(4, 0.05151908)",,,
"(0, 0.030018894)","(3, 0.9681025)",,,
"(0, 0.13453305)","(3, 0.8638053)",,,
"(0, 0.15104914)","(3, 0.7856787)","(4, 0.061974052)",,
"(3, 0.99555)",,,,
"(0, 0.16812564)","(3, 0.83024937)",,,
"(0, 0.08682928)","(3, 0.9112914)",,,
"(0, 0.11957644)","(3, 0.87888175)",,,
"(0, 0.053395934)","(3, 0.90977275)","(4, 0.035606124)",,
"(0, 0.07265039)","(2, 0.10484652)","(3, 0.7648174)","(4, 0.05707491)",
"(3, 0.9259679)","(4, 0.07004621)",,,
"(0, 0.15315577)","(3, 0.84492964)",,,
"(0, 0.035604425)","(2, 0.039801564)","(3, 0.92374414)",,
"(0, 0.14872779)","(2, 0.011741219)","(3, 0.8382839)",,
"(0, 0.22936636)","(2, 0.0506329)","(3, 0.71883994)",,
"(0, 0.22136343)","(3, 0.74711174)","(4, 0.030540379)",,
"(0, 0.074561514)","(3, 0.9237906)",,,
"(0, 0.13489026)","(3, 0.863486)",,,
"(0, 0.052854765)","(3, 0.94542843)",,,
"(0, 0.21616054)","(3, 0.7819985)",,,
"(0, 0.14332809)","(3, 0.8544354)",,,
"(0, 0.21803579)","(3, 0.77997136)",,,
"(0, 0.16238452)","(3, 0.8029727)","(4, 0.033261552)",,
"(0, 0.22395267)","(3, 0.7745246)",,,
"(0, 0.09040367)","(3, 0.9073376)",,,
"(0, 0.14774309)","(3, 0.8507978)",,,
"(0, 0.18857087)","(3, 0.8099181)",,,
"(3, 0.9950194)",,,,
"(0, 0.06744946)","(3, 0.9313516)",,,
"(0, 0.02487402)","(2, 0.07970604)","(3, 0.8943083)",,
"(0, 0.9937186)",,,,
"(0, 0.99362797)",,,,
"(0, 0.94412184)","(3, 0.053833134)",,,
"(0, 0.91034853)","(3, 0.06595364)","(4, 0.022337679)",,
"(0, 0.94104254)","(3, 0.05700335)",,,
"(0, 0.9937452)",,,,
"(0, 0.8572868)","(3, 0.14070489)",,,
"(0, 0.93094075)","(3, 0.06697135)",,,
"(0, 0.965306)","(3, 0.032647997)",,,
"(0, 0.99386203)",,,,
"(0, 0.9232174)","(4, 0.07137566)",,,
"(0, 0.9645076)","(3, 0.03323424)",,,
"(0, 0.84947485)","(3, 0.14806351)",,,
"(0, 0.9769271)","(3, 0.021129243)",,,
"(0, 0.93052137)","(2, 0.012934977)","(4, 0.052355967)",,
"(0, 0.84607935)","(1, 0.024790173)","(3, 0.12813675)",,
"(0, 0.84828293)","(3, 0.14981431)",,,
"(0, 0.96291167)","(3, 0.035059996)",,,
"(0, 0.99415153)",,,,
"(0, 0.93806595)","(3, 0.059744734)",,,
"(0, 0.9934621)",,,,
"(0, 0.8626159)","(3, 0.13502903)",,,
"(0, 0.9932243)",,,,
"(0, 0.9912961)",,,,
"(0, 0.9936852)",,,,
"(0, 0.8964497)","(3, 0.10114451)",,,
"(0, 0.923279)","(3, 0.07446332)",,,
"(0, 0.9163646)","(3, 0.08148645)",,,
"(0, 0.9946228)",,,,
"(0, 0.87626594)","(3, 0.12144786)",,,
"(0, 0.224)","(1, 0.66362745)","(3, 0.11124279)",,
"(0, 0.34394467)","(1, 0.6011759)","(3, 0.053716008)",,
"(0, 0.24572426)","(1, 0.7492277)",,,
"(0, 0.3589606)","(1, 0.63578075)",,,
"(0, 0.44880876)","(1, 0.4318547)","(3, 0.11837401)",,
"(0, 0.3095073)","(1, 0.5533851)","(3, 0.13583677)",,
"(0, 0.44328326)","(1, 0.5402026)","(3, 0.015651777)",,
"(0, 0.2626672)","(1, 0.5489949)","(3, 0.18714531)",,
"(0, 0.29296243)","(1, 0.59806883)","(3, 0.108004145)",,
"(0, 0.32700193)","(1, 0.668768)",,,
"(0, 0.23465444)","(1, 0.5804611)","(3, 0.18372893)",,
"(0, 0.3530973)","(1, 0.6417255)",,,
"(0, 0.2605727)","(1, 0.73497266)",,,
"(0, 0.44731557)","(1, 0.54889774)",,,
"(0, 0.34228486)","(1, 0.64276654)","(3, 0.014036174)",,
"(0, 0.41984326)","(1, 0.48349148)","(3, 0.09557826)",,
"(0, 0.3085995)","(1, 0.5791156)","(3, 0.1110612)",,
"(0, 0.27097097)","(1, 0.7250001)",,,
"(0, 0.2610839)","(1, 0.6262406)","(3, 0.11155191)",,
"(0, 0.19624372)","(1, 0.7062019)","(3, 0.0964623)",,
"(0, 0.4254741)","(1, 0.48014405)","(3, 0.09297413)",,
"(0, 0.37366349)","(1, 0.6070788)","(3, 0.01810188)",,
"(0, 0.2964545)","(1, 0.66034615)","(3, 0.04201508)",,
"(0, 0.1442897)","(1, 0.7432849)","(3, 0.044760536)","(4, 0.06698058)",
"(0, 0.38822666)","(1, 0.42679468)","(2, 0.0142814545)","(3, 0.14227289)","(4, 0.028424334)"
"(0, 0.10954823)","(1, 0.7807498)","(3, 0.049899567)","(4, 0.05927244)",
"(0, 0.3560662)","(1, 0.53891695)","(3, 0.10400682)",,
"(0, 0.35700774)","(1, 0.63853043)",,,
"(0, 0.20357502)","(1, 0.7916484)",,,
"(0, 0.34882423)","(1, 0.6036264)","(4, 0.043624204)",,
"(0, 0.91423154)","(3, 0.08377281)",,,
"(0, 0.8176086)","(3, 0.16839491)","(4, 0.012884522)",,
"(0, 0.6543283)","(2, 0.049772304)","(3, 0.2705529)","(4, 0.02477975)",
"(0, 0.8149057)","(3, 0.16413854)","(4, 0.019512583)",,
"(0, 0.81386465)","(3, 0.18416017)",,,
"(0, 0.8248926)","(3, 0.17218983)",,,
"(0, 0.75156164)","(3, 0.24641186)",,,
"(0, 0.711708)","(3, 0.28610307)",,,
"(0, 0.8657531)","(3, 0.13240743)",,,
"(0, 0.79650843)","(3, 0.20174026)",,,
"(0, 0.89503896)","(3, 0.1026329)",,,
"(0, 0.9394758)","(2, 0.013691641)","(3, 0.045367904)",,
"(0, 0.9542759)","(3, 0.04353642)",,,
"(0, 0.8891218)","(3, 0.10884806)",,,
"(0, 0.7624382)","(3, 0.23541589)",,,
"(0, 0.9935822)",,,,
"(0, 0.71662)","(3, 0.28131565)",,,
"(0, 0.9602045)","(3, 0.037952505)",,,
"(0, 0.54401153)","(3, 0.4537821)",,,
"(0, 0.8325666)","(3, 0.1650243)",,,
"(0, 0.7355807)","(3, 0.26227412)",,,
"(0, 0.753804)","(3, 0.24411213)",,,
"(0, 0.8223875)","(3, 0.175819)",,,
"(0, 0.7537713)","(3, 0.24456826)",,,
"(0, 0.7408459)","(3, 0.2567472)",,,
"(0, 0.9169899)","(3, 0.08092053)",,,
"(0, 0.86742383)","(3, 0.13055001)",,,
"(0, 0.6047851)","(3, 0.39313048)",,,
"(0, 0.90149224)","(3, 0.096741125)",,,
"(0, 0.5534036)","(3, 0.4445121)",,,
"(0, 0.28027076)","(1, 0.02344047)","(2, 0.044024084)","(3, 0.58662945)","(4, 0.06563526)"
"(0, 0.5373538)","(2, 0.0919982)","(3, 0.32372066)","(4, 0.0463835)",
"(0, 0.33593738)","(2, 0.06468802)","(3, 0.59809643)",,
"(0, 0.55110407)","(3, 0.44661185)",,,
"(0, 0.2622099)","(3, 0.61257464)","(4, 0.123841085)",,
"(0, 0.26208714)","(2, 0.118651405)","(3, 0.617937)",,
"(0, 0.016062511)","(2, 0.14147188)","(3, 0.7508122)","(4, 0.09072611)",
"(0, 0.13867699)","(2, 0.16776744)","(3, 0.60050726)","(4, 0.092432745)",
"(0, 0.4202461)","(2, 0.019035313)","(3, 0.5594669)",,
"(0, 0.34765702)","(3, 0.511025)","(4, 0.14034042)",,
"(0, 0.47156495)","(2, 0.08805503)","(3, 0.43891856)",,
"(0, 0.3015029)","(2, 0.062444262)","(3, 0.538554)","(4, 0.0969824)",
"(0, 0.1948734)","(2, 0.02039748)","(3, 0.748172)","(4, 0.035830762)",
"(0, 0.45488983)","(3, 0.47709388)","(4, 0.06684174)",,
"(0, 0.5715326)","(3, 0.42661473)",,,
"(0, 0.36769202)","(2, 0.083515644)","(3, 0.547385)",,
"(0, 0.44026396)","(2, 0.066420645)","(3, 0.492174)",,
"(0, 0.2427122)","(1, 0.04670339)","(3, 0.63839465)","(4, 0.071553476)",
"(0, 0.49984908)","(3, 0.41435534)","(4, 0.08442115)",,
"(0, 0.31469774)","(2, 0.16247298)","(3, 0.44988084)","(4, 0.0723041)",
"(0, 0.26408586)","(2, 0.046782676)","(3, 0.5767297)","(4, 0.11179372)",
"(0, 0.33427405)","(2, 0.0519372)","(3, 0.54573756)","(4, 0.06739102)",
"(0, 0.2741456)","(2, 0.022710955)","(3, 0.7018463)",,
"(0, 0.33028525)","(2, 0.11116495)","(3, 0.5573492)",,
"(0, 0.27158535)","(3, 0.726153)",,,
"(0, 0.098180935)","(3, 0.7744121)","(4, 0.1261672)",,
"(0, 0.27339062)","(2, 0.09424137)","(3, 0.4513063)","(4, 0.18022782)",
"(0, 0.5365448)","(3, 0.46180928)",,,
"(0, 0.3523709)","(2, 0.024629628)","(3, 0.6217201)",,
"(0, 0.4129201)","(3, 0.49290574)","(4, 0.09278369)",,
"(0, 0.516284)","(1, 0.015877731)","(3, 0.30635762)","(4, 0.16102177)",
"(0, 0.5007756)","(1, 0.23529913)","(3, 0.2345417)","(4, 0.028971808)",
"(0, 0.47973064)","(1, 0.06529281)","(2, 0.075985424)","(3, 0.27505386)","(4, 0.10393725)"
"(0, 0.46928412)","(1, 0.2231703)","(2, 0.05737233)","(3, 0.053521786)","(4, 0.19665146)"
"(0, 0.5216113)","(1, 0.12770815)","(2, 0.14503108)","(3, 0.10607535)","(4, 0.09957412)"
"(0, 0.43024805)","(1, 0.042040408)","(3, 0.40619373)","(4, 0.121070266)",
"(0, 0.48176786)","(1, 0.14129835)","(3, 0.37603432)",,
"(0, 0.47482336)","(3, 0.15991127)","(4, 0.36445594)",,
"(0, 0.60313284)","(1, 0.13915774)","(3, 0.2568524)",,
"(0, 0.61776537)","(1, 0.1307635)","(3, 0.2505066)",,
"(0, 0.26979202)","(1, 0.2542712)","(3, 0.3008345)","(4, 0.17451845)",
"(0, 0.5393349)","(1, 0.12869762)","(3, 0.33078408)",,
"(0, 0.39829472)","(1, 0.02133257)","(2, 0.05592146)","(3, 0.3454538)","(4, 0.17899746)"
"(0, 0.20955445)","(1, 0.15299559)","(2, 0.039139673)","(3, 0.54387987)","(4, 0.05443043)"
"(0, 0.50635326)","(1, 0.1728878)","(2, 0.057490896)","(3, 0.26278758)",
"(0, 0.50085795)","(1, 0.17246483)","(3, 0.22507037)","(4, 0.101065405)",
"(0, 0.51663786)","(1, 0.05052129)","(2, 0.08459641)","(3, 0.12111952)","(4, 0.22712496)"
"(0, 0.3831368)","(1, 0.09543532)","(3, 0.34465164)","(4, 0.1763408)",
"(0, 0.46732134)","(2, 0.09269397)","(3, 0.32521248)","(4, 0.11425632)",
"(0, 0.33981198)","(1, 0.14463419)","(3, 0.4218992)","(4, 0.093215436)",
"(0, 0.44072193)","(1, 0.22958808)","(2, 0.020559637)","(3, 0.27103364)","(4, 0.03809665)"
"(0, 0.69632727)","(1, 0.11584249)","(3, 0.18699364)",,
"(0, 0.20148288)","(1, 0.037301335)","(3, 0.51340926)","(4, 0.24739294)",
"(0, 0.47026777)","(1, 0.13100584)","(2, 0.06426171)","(3, 0.33401135)",
"(0, 0.47354555)","(2, 0.016101195)","(3, 0.3150891)","(4, 0.19469094)",
"(0, 0.33363655)","(1, 0.12424485)","(2, 0.16143148)","(3, 0.22361848)","(4, 0.15706864)"
"(0, 0.21928379)","(1, 0.14266661)","(2, 0.03824843)","(3, 0.3683617)","(4, 0.23143944)"
"(0, 0.5502492)","(1, 0.13774514)","(2, 0.03056863)","(3, 0.08684744)","(4, 0.19458953)"
"(0, 0.48154214)","(1, 0.1859072)","(3, 0.1479485)","(4, 0.18404008)",
"(0, 0.7104488)","(3, 0.1734222)","(4, 0.11517946)",,
"(0, 0.81338495)","(3, 0.17591986)",,,
"(0, 0.83245)","(3, 0.16569203)",,,
"(0, 0.9560232)","(3, 0.042239543)",,,
"(0, 0.9959044)",,,,
"(0, 0.928161)","(3, 0.07020403)",,,
"(0, 0.83013844)","(1, 0.025319709)","(3, 0.14366615)",,
"(0, 0.9160405)","(3, 0.0823478)",,,
"(0, 0.89583105)","(3, 0.10266276)",,,
"(0, 0.9175159)","(4, 0.07895419)",,,
"(0, 0.9676715)","(3, 0.030531593)",,,
"(0, 0.84014976)","(3, 0.039651297)","(4, 0.119174354)",,
"(0, 0.91116905)","(3, 0.08716998)",,,
"(0, 0.80110645)","(3, 0.14783172)","(4, 0.049996834)",,
"(0, 0.9687117)","(3, 0.02911736)",,,
"(0, 0.9942359)",,,,
"(0, 0.8663582)","(3, 0.13205475)",,,
"(0, 0.9953561)",,,,
"(0, 0.99576235)",,,,
"(0, 0.83482015)","(3, 0.16307265)",,,
"(0, 0.99535424)",,,,
"(0, 0.816007)","(3, 0.18219566)",,,
"(0, 0.8253396)","(3, 0.13337247)","(4, 0.04033037)",,
