0,1,2,3,4
"(0, 0.28539324)","(2, 0.6853095)","(3, 0.027727736)",,
"(0, 0.45973507)","(2, 0.41034836)","(3, 0.12829486)",,
"(0, 0.3290529)","(2, 0.6166465)","(4, 0.049898118)",,
"(0, 0.42024407)","(1, 0.032976218)","(2, 0.48674268)","(4, 0.055571586)",
"(0, 0.27982336)","(2, 0.7141407)",,,
"(0, 0.3865664)","(2, 0.49754542)","(3, 0.11431809)",,
"(0, 0.286427)","(2, 0.707509)",,,
"(0, 0.29193458)","(2, 0.7023261)",,,
"(0, 0.26897994)","(2, 0.6442557)","(4, 0.08096176)",,
"(0, 0.39263383)","(2, 0.6010895)",,,
"(0, 0.32616892)","(2, 0.51786286)","(3, 0.0647589)","(4, 0.090486966)",
"(0, 0.43007523)","(2, 0.56389695)",,,
"(0, 0.2881041)","(2, 0.7053232)",,,
"(0, 0.28311864)","(1, 0.10223452)","(2, 0.6100861)",,
"(0, 0.56864285)","(1, 0.2103313)","(3, 0.21951938)",,
"(0, 0.7054947)","(1, 0.23301719)","(3, 0.06014975)",,
"(0, 0.7651395)","(1, 0.22947705)",,,
"(0, 0.7481891)","(1, 0.2470244)",,,
"(0, 0.63312685)","(1, 0.36160338)",,,
"(0, 0.55916524)","(1, 0.40394816)","(4, 0.031892814)",,
"(0, 0.8231633)","(1, 0.13040777)","(3, 0.045185406)",,
"(0, 0.7860981)","(1, 0.19420375)","(3, 0.018372256)",,
"(0, 0.7032264)","(1, 0.26238686)","(3, 0.033024035)",,
"(0, 0.8504662)","(1, 0.14459588)",,,
"(0, 0.7112023)","(1, 0.23189633)","(2, 0.051637735)",,
"(0, 0.79886)","(1, 0.17663774)","(3, 0.02330892)",,
"(0, 0.73490614)","(1, 0.23938748)","(3, 0.024303002)",,
"(0, 0.6785231)","(1, 0.3034004)","(4, 0.013675038)",,
"(0, 0.7682333)","(1, 0.22673352)",,,
"(0, 0.5862151)","(1, 0.30022812)","(3, 0.11226406)",,
"(0, 0.7979835)","(1, 0.19793552)",,,
"(0, 0.62795055)","(1, 0.3672494)",,,
"(0, 0.750121)","(1, 0.24477914)",,,
"(0, 0.6883625)","(1, 0.30605018)",,,
"(0, 0.7333316)","(1, 0.26127642)",,,
"(0, 0.6742123)","(1, 0.32026485)",,,
"(0, 0.77684087)","(1, 0.20049386)","(3, 0.021158984)",,
"(0, 0.6491235)","(1, 0.3451904)",,,
"(0, 0.6693894)","(1, 0.2855019)","(3, 0.043999653)",,
"(0, 0.6968924)","(1, 0.18817785)","(3, 0.11341362)",,
"(0, 0.616964)","(1, 0.37814948)",,,
"(0, 0.5966213)","(1, 0.39271474)",,,
"(0, 0.63652617)","(1, 0.3567655)",,,
"(0, 0.7592792)","(1, 0.23589621)",,,
"(0, 0.09006356)","(1, 0.037005696)","(3, 0.8717826)",,
"(0, 0.09991078)","(3, 0.89787894)",,,
"(0, 0.22318508)","(3, 0.7740756)",,,
"(0, 0.25964463)","(3, 0.7377186)",,,
"(0, 0.06534304)","(3, 0.931954)",,,
"(0, 0.27757367)","(3, 0.7197577)",,,
"(0, 0.19700387)","(1, 0.090722635)","(3, 0.7107491)",,
"(3, 0.9926811)",,,,
"(1, 0.051677983)","(3, 0.9419603)",,,
"(0, 0.15018654)","(3, 0.8474841)",,,
"(0, 0.20747143)","(3, 0.7896752)",,,
"(0, 0.1083934)","(1, 0.1346496)","(3, 0.75554013)",,
"(0, 0.17929721)","(3, 0.8182384)",,,
"(0, 0.29086918)","(1, 0.041142985)","(2, 0.016155437)","(3, 0.65091544)",
"(0, 0.06002643)","(3, 0.93769425)",,,
"(0, 0.060788922)","(1, 0.019563442)","(3, 0.90351886)","(4, 0.0154637415)",
"(0, 0.20707777)","(1, 0.030031772)","(3, 0.76122624)",,
"(1, 0.08428512)","(3, 0.90825826)",,,
"(0, 0.155656)","(3, 0.84215146)",,,
"(0, 0.05579834)","(3, 0.9417964)",,,
"(0, 0.116648816)","(3, 0.88074577)",,,
"(0, 0.1587906)","(1, 0.01837949)","(3, 0.8213395)",,
"(0, 0.12345571)","(3, 0.87428594)",,,
"(0, 0.052348908)","(3, 0.94521946)",,,
"(0, 0.12790923)","(3, 0.86985606)",,,
"(0, 0.21326776)","(3, 0.7840944)",,,
"(0, 0.17942698)","(3, 0.8177309)",,,
"(0, 0.2206773)","(3, 0.7766204)",,,
"(0, 0.3081697)","(3, 0.68979543)",,,
"(0, 0.14925018)","(1, 0.05440093)","(3, 0.7946455)",,
"(0, 0.03882317)","(3, 0.958986)",,,
"(0, 0.0339663)","(3, 0.963777)",,,
"(3, 0.9943518)",,,,
"(0, 0.045035847)","(3, 0.95215756)",,,
"(3, 0.9951)",,,,
"(0, 0.080455534)","(3, 0.91739744)",,,
"(3, 0.99231684)",,,,
"(3, 0.9938776)",,,,
"(3, 0.9948564)",,,,
"(3, 0.9943006)",,,,
"(3, 0.99425036)",,,,
"(3, 0.9936513)",,,,
"(0, 0.069931835)","(3, 0.92743075)",,,
"(0, 0.034100372)","(3, 0.9637532)",,,
"(3, 0.9930694)",,,,
"(0, 0.05053594)","(3, 0.9475759)",,,
"(3, 0.9934669)",,,,
"(0, 0.042608064)","(3, 0.9552468)",,,
"(3, 0.99386823)",,,,
"(0, 0.018126685)","(3, 0.9796854)",,,
"(3, 0.9933427)",,,,
"(3, 0.9941217)",,,,
"(3, 0.9925143)",,,,
"(0, 0.108829014)","(3, 0.8889383)",,,
"(3, 0.99333006)",,,,
"(3, 0.99324524)",,,,
"(3, 0.9934315)",,,,
"(3, 0.9931888)",,,,
"(0, 0.043161858)","(3, 0.9546226)",,,
"(3, 0.9926994)",,,,
"(0, 0.053021077)","(1, 0.83190554)","(3, 0.09416995)","(4, 0.020268168)",
"(1, 0.9134172)","(3, 0.08085663)",,,
"(0, 0.07468827)","(1, 0.92026234)",,,
"(1, 0.9014284)","(3, 0.093669176)",,,
"(1, 0.8512031)","(3, 0.08424796)","(4, 0.060481537)",,
"(1, 0.88244945)","(3, 0.11163641)",,,
"(0, 0.030311104)","(1, 0.94313824)","(3, 0.025188554)",,
"(1, 0.9893612)",,,,
"(0, 0.07410228)","(1, 0.91976583)",,,
"(0, 0.04234711)","(1, 0.8110514)","(3, 0.06385919)","(4, 0.08201531)",
"(1, 0.89931124)","(3, 0.094688244)",,,
"(1, 0.90531117)","(3, 0.08893583)",,,
"(0, 0.047558572)","(1, 0.9470832)",,,
"(1, 0.920255)","(3, 0.050707)","(4, 0.024581602)",,
"(0, 0.052894797)","(1, 0.8765343)","(3, 0.06929309)",,
"(1, 0.86612564)","(3, 0.12843637)",,,
"(1, 0.9371997)","(3, 0.057963595)",,,
"(1, 0.9568797)","(3, 0.037539955)",,,
"(0, 0.100740485)","(1, 0.8563763)","(2, 0.028978104)","(3, 0.013256052)",
"(0, 0.08142715)","(1, 0.8189748)","(3, 0.098308586)",,
"(1, 0.9257969)","(3, 0.06815254)",,,
"(0, 0.053500403)","(1, 0.9413729)",,,
"(0, 0.09926743)","(1, 0.8953409)",,,
"(1, 0.82284635)","(2, 0.01453398)","(3, 0.15819922)",,
"(1, 0.96723694)","(2, 0.024753172)",,,
"(0, 0.08766284)","(1, 0.8477849)","(3, 0.06337028)",,
"(0, 0.07061837)","(1, 0.92393136)",,,
"(0, 0.03341075)","(1, 0.84735453)","(3, 0.11772779)",,
"(0, 0.05189934)","(1, 0.790473)","(3, 0.14666799)","(4, 0.01028883)",
"(1, 0.9676674)","(3, 0.02696141)",,,
"(0, 0.69332445)","(3, 0.30397215)",,,
"(0, 0.5910846)","(3, 0.4061452)",,,
"(0, 0.66320497)","(3, 0.33433527)",,,
"(0, 0.6523619)","(3, 0.34493643)",,,
"(0, 0.644222)","(3, 0.35240892)",,,
"(0, 0.72383076)","(3, 0.2733985)",,,
"(0, 0.5833947)","(3, 0.4137626)",,,
"(0, 0.7863069)","(3, 0.21065311)",,,
"(0, 0.65975124)","(2, 0.012698857)","(3, 0.32583007)",,
"(0, 0.72268945)","(3, 0.27467382)",,,
"(0, 0.73596716)","(3, 0.26155883)",,,
"(0, 0.64846045)","(3, 0.3484547)",,,
"(0, 0.7358806)","(3, 0.26120135)",,,
"(0, 0.71707606)","(3, 0.28004453)",,,
"(0, 0.7398811)","(3, 0.2575418)",,,
"(0, 0.7496706)","(2, 0.015225253)","(3, 0.23323646)",,
"(0, 0.71605855)","(3, 0.28133547)",,,
"(0, 0.6161332)","(3, 0.38137594)",,,
"(0, 0.7885671)","(2, 0.013265519)","(3, 0.19654505)",,
"(0, 0.6948961)","(3, 0.30222315)",,,
"(0, 0.5535945)","(3, 0.44389528)",,,
"(0, 0.7251252)","(3, 0.27268636)",,,
"(0, 0.4169528)","(3, 0.5800465)",,,
"(0, 0.74446183)","(3, 0.25245535)",,,
"(0, 0.74426425)","(3, 0.2528922)",,,
"(0, 0.7655576)","(3, 0.2316369)",,,
"(0, 0.6722607)","(3, 0.32500172)",,,
"(0, 0.82860214)","(3, 0.16878906)",,,
"(0, 0.7786253)","(3, 0.21885765)",,,
"(0, 0.6692857)","(3, 0.32783434)",,,
"(0, 0.60000706)","(1, 0.35327575)","(2, 0.0427924)",,
"(0, 0.7191486)","(1, 0.2754963)",,,
"(0, 0.72705734)","(1, 0.25410527)","(4, 0.0147406915)",,
"(0, 0.6091958)","(1, 0.29642212)","(3, 0.093077056)",,
"(0, 0.6993137)","(1, 0.29603907)",,,
"(0, 0.77802926)","(1, 0.21749642)",,,
"(0, 0.7790638)","(1, 0.16784002)","(3, 0.051986225)",,
"(0, 0.7378329)","(1, 0.25709882)",,,
"(0, 0.7823001)","(1, 0.21243413)",,,
"(0, 0.7191104)","(1, 0.23285824)","(3, 0.04683708)",,
"(0, 0.6188308)","(1, 0.30112436)","(3, 0.078774944)",,
"(0, 0.6981448)","(1, 0.26098573)","(3, 0.03959037)",,
"(0, 0.7177959)","(1, 0.24608722)","(3, 0.034872293)",,
"(0, 0.69307274)","(1, 0.2594601)","(3, 0.04617756)",,
"(0, 0.7421382)","(1, 0.1821486)","(2, 0.024496919)","(3, 0.05058406)",
"(0, 0.613246)","(1, 0.38191587)",,,
"(0, 0.63207436)","(1, 0.36105502)",,,
"(0, 0.80386615)","(1, 0.19101082)",,,
"(0, 0.7140791)","(1, 0.2104385)","(3, 0.07421517)",,
"(0, 0.77386075)","(1, 0.1336789)","(2, 0.028527454)","(3, 0.063288935)",
"(0, 0.7094066)","(1, 0.23762348)","(2, 0.048160203)",,
"(0, 0.70291185)","(1, 0.29196614)",,,
"(0, 0.76649195)","(1, 0.22883867)",,,
"(0, 0.6281153)","(1, 0.340392)","(3, 0.03023797)",,
"(0, 0.8246056)","(1, 0.17076989)",,,
"(0, 0.5997764)","(1, 0.3208386)","(3, 0.07824928)",,
"(0, 0.67364484)","(1, 0.27402896)","(4, 0.048045766)",,
"(0, 0.60943055)","(1, 0.31347498)","(3, 0.07596588)",,
"(0, 0.65440565)","(1, 0.25192985)","(3, 0.092384405)",,
"(0, 0.6866943)","(1, 0.30751085)",,,
"(0, 0.8050349)","(3, 0.19131552)",,,
"(0, 0.85803705)","(3, 0.1389185)",,,
"(0, 0.84612375)","(3, 0.15055966)",,,
"(0, 0.74766046)","(3, 0.24937756)",,,
"(0, 0.8379697)","(3, 0.15972485)",,,
"(0, 0.88132787)","(3, 0.11525224)",,,
"(0, 0.7087428)","(3, 0.28736302)",,,
"(0, 0.93115425)","(3, 0.06580545)",,,
"(0, 0.7626224)","(3, 0.23470812)",,,
"(0, 0.9001342)","(3, 0.096643366)",,,
"(0, 0.8539329)","(3, 0.14310914)",,,
"(0, 0.84097534)","(3, 0.15537581)",,,
"(0, 0.8695521)","(3, 0.12701647)",,,
"(0, 0.88129246)","(3, 0.11562512)",,,
"(0, 0.91383964)","(3, 0.08307512)",,,
"(0, 0.8599179)","(3, 0.13704272)",,,
"(0, 0.80457926)","(3, 0.1926504)",,,
"(0, 0.88921773)","(3, 0.10778334)",,,
"(0, 0.82852924)","(3, 0.16862857)",,,
"(0, 0.839887)","(2, 0.030621557)","(3, 0.1273274)",,
"(0, 0.92818725)","(3, 0.068544574)",,,
"(0, 0.87052965)","(3, 0.12659097)",,,
"(0, 0.8270386)","(3, 0.17018905)",,,
"(0, 0.8664165)","(3, 0.1302671)",,,
"(0, 0.78172183)","(3, 0.2156094)",,,
"(0, 0.9427502)","(3, 0.05402248)",,,
"(0, 0.93298084)","(3, 0.063845165)",,,
"(0, 0.9914271)",,,,
"(0, 0.9901463)",,,,
"(0, 0.9054736)","(3, 0.09160822)",,,
"(0, 0.42768162)","(1, 0.42611393)","(2, 0.06649815)","(3, 0.07906221)",
"(0, 0.62514955)","(1, 0.33603978)","(3, 0.03730472)",,
"(0, 0.5792485)","(1, 0.3303012)","(2, 0.013469737)","(3, 0.07619854)",
"(0, 0.52226835)","(1, 0.3228745)","(3, 0.08898813)","(4, 0.06526632)",
"(0, 0.57139504)","(1, 0.33102232)","(3, 0.095991924)",,
"(0, 0.4981743)","(1, 0.3358955)","(3, 0.16451147)",,
"(0, 0.42566842)","(1, 0.45996737)","(2, 0.019354792)","(3, 0.094381124)",
"(0, 0.38337398)","(1, 0.49061066)","(3, 0.12466063)",,
"(0, 0.58943146)","(1, 0.3130324)","(2, 0.04199592)","(3, 0.054834675)",
"(0, 0.4737066)","(1, 0.4345677)","(3, 0.09037486)",,
"(0, 0.4272737)","(1, 0.37418124)","(3, 0.19734026)",,
"(0, 0.5533607)","(1, 0.38692737)","(3, 0.058535535)",,
"(0, 0.39951187)","(1, 0.46095714)","(2, 0.018906886)","(3, 0.11980037)",
"(0, 0.5556412)","(1, 0.39674118)","(3, 0.046278477)",,
"(0, 0.41557103)","(1, 0.3572376)","(2, 0.056415204)","(3, 0.17001982)",
"(0, 0.37721145)","(1, 0.34422365)","(3, 0.23560433)","(4, 0.042307306)",
"(0, 0.40157044)","(1, 0.36797717)","(3, 0.22897452)",,
"(0, 0.58211684)","(1, 0.30172202)","(2, 0.03307803)","(3, 0.08247208)",
"(0, 0.35607567)","(1, 0.3876784)","(2, 0.015737034)","(3, 0.23987642)",
"(0, 0.5162058)","(1, 0.4161731)","(3, 0.06640767)",,
"(0, 0.6613551)","(1, 0.33219507)",,,
"(0, 0.61417663)","(1, 0.22545268)","(3, 0.15914802)",,
"(0, 0.5119841)","(1, 0.39933935)","(2, 0.03943839)","(4, 0.04503645)",
"(0, 0.6718735)","(1, 0.32185152)",,,
"(0, 0.4366519)","(1, 0.34643877)","(3, 0.13379887)","(4, 0.082542405)",
"(0, 0.57099146)","(1, 0.28206313)","(3, 0.14559552)",,
"(0, 0.49303237)","(1, 0.39257818)","(2, 0.03652949)","(3, 0.07730783)",
"(0, 0.66225964)","(1, 0.33125767)",,,
"(0, 0.5168188)","(1, 0.35249674)","(2, 0.029730791)","(3, 0.06908522)","(4, 0.031868424)"
"(0, 0.51547354)","(1, 0.3797887)","(3, 0.10330464)",,
"(0, 0.44353145)","(3, 0.55373275)",,,
"(0, 0.5679575)","(3, 0.42971057)",,,
"(0, 0.6709007)","(3, 0.3267526)",,,
"(0, 0.6522671)","(3, 0.34521684)",,,
"(0, 0.60237145)","(3, 0.3955822)",,,
"(0, 0.49031848)","(3, 0.50713634)",,,
"(0, 0.593721)","(3, 0.40409034)",,,
"(0, 0.50346357)","(3, 0.4945468)",,,
"(0, 0.51226777)","(3, 0.4853)",,,
"(0, 0.7547185)","(3, 0.24306984)",,,
"(0, 0.6925238)","(3, 0.30519456)",,,
"(0, 0.58333063)","(3, 0.41409397)",,,
"(0, 0.72801393)","(3, 0.26988113)",,,
"(0, 0.60700166)","(3, 0.39069384)",,,
"(0, 0.7308577)","(3, 0.2666831)",,,
"(0, 0.8210737)","(3, 0.17656831)",,,
"(0, 0.6992512)","(3, 0.29804605)",,,
"(0, 0.6589724)","(3, 0.33848307)",,,
"(0, 0.40194538)","(3, 0.5955939)",,,
"(0, 0.45462146)","(3, 0.5431447)",,,
"(0, 0.6709124)","(3, 0.32685348)",,,
"(0, 0.597578)","(3, 0.40025404)",,,
"(0, 0.593092)","(3, 0.40439188)",,,
"(0, 0.51272064)","(3, 0.48511022)",,,
"(0, 0.733706)","(3, 0.2640831)",,,
"(0, 0.65268445)","(3, 0.34518743)",,,
"(0, 0.74341047)","(3, 0.2544644)",,,
"(0, 0.7281364)","(3, 0.26957515)",,,
"(0, 0.4919834)","(3, 0.5053782)",,,
"(0, 0.5888912)","(3, 0.4087554)",,,
"(0, 0.12261948)","(1, 0.51083535)","(3, 0.364879)",,
"(0, 0.12974083)","(1, 0.48676714)","(3, 0.36605096)","(4, 0.016689377)",
"(0, 0.14076377)","(1, 0.45197317)","(3, 0.40570363)",,
"(1, 0.49525967)","(2, 0.02738511)","(3, 0.47217557)",,
"(0, 0.23815341)","(1, 0.45621392)","(3, 0.3042286)",,
"(0, 0.25875553)","(1, 0.5024816)","(3, 0.23713332)",,
"(0, 0.076555595)","(1, 0.70063037)","(2, 0.019073645)","(3, 0.20300671)",
"(0, 0.23135823)","(1, 0.55169606)","(3, 0.2154546)",,
"(0, 0.06967239)","(1, 0.46316037)","(3, 0.4655407)",,
"(0, 0.06455662)","(1, 0.43682396)","(3, 0.49683008)",,
"(0, 0.03721451)","(1, 0.5700435)","(2, 0.060750924)","(3, 0.3310372)",
"(0, 0.08287316)","(1, 0.47422242)","(3, 0.44138008)",,
"(0, 0.1611646)","(1, 0.5924034)","(3, 0.24480493)",,
"(0, 0.095349826)","(1, 0.46421492)","(3, 0.43900305)",,
"(0, 0.055881396)","(1, 0.51733357)","(3, 0.42489773)",,
"(0, 0.2938761)","(1, 0.6990532)",,,
"(0, 0.030824017)","(1, 0.4096907)","(2, 0.06070002)","(3, 0.49797532)",
"(0, 0.14462438)","(1, 0.51964337)","(3, 0.33394083)",,
"(0, 0.26158974)","(1, 0.55484426)","(3, 0.18210542)",,
"(0, 0.05110613)","(1, 0.5492682)","(3, 0.39778984)",,
"(0, 0.16877209)","(1, 0.37583193)","(3, 0.4538898)",,
"(0, 0.096065916)","(1, 0.57150567)","(3, 0.2778785)","(4, 0.05379014)",
"(0, 0.21083654)","(1, 0.6033527)","(3, 0.18373679)",,
"(0, 0.13387029)","(1, 0.6268261)","(3, 0.23744562)",,
"(0, 0.10746725)","(1, 0.41091642)","(3, 0.4800048)",,
"(0, 0.27242044)","(1, 0.32178256)","(3, 0.40423775)",,
"(0, 0.071473435)","(1, 0.56484294)","(3, 0.36217728)",,
"(0, 0.14998935)","(1, 0.5119446)","(3, 0.33654383)",,
"(1, 0.42204404)","(3, 0.5719837)",,,
"(0, 0.018888388)","(1, 0.5437144)","(3, 0.4354075)",,
"(3, 0.9656751)","(4, 0.026013618)",,,
"(0, 0.019901976)","(3, 0.9770126)",,,
"(3, 0.9922411)",,,,
"(3, 0.9916979)",,,,
"(3, 0.99186426)",,,,
"(0, 0.026837092)","(3, 0.9710777)",,,
"(0, 0.0326241)","(2, 0.058394976)","(3, 0.90704036)",,
"(0, 0.12114984)","(3, 0.87596714)",,,
"(0, 0.14892262)","(3, 0.84904444)",,,
"(3, 0.99318254)",,,,
"(0, 0.060533915)","(3, 0.93658304)",,,
"(3, 0.99187064)",,,,
"(0, 0.33648694)","(3, 0.6607306)",,,
"(3, 0.99104285)",,,,
"(0, 0.035707895)","(3, 0.9619096)",,,
"(3, 0.99212873)",,,,
"(0, 0.051843885)","(3, 0.94580036)",,,
"(0, 0.09933169)","(3, 0.8980873)",,,
"(3, 0.99275804)",,,,
"(0, 0.11132299)","(3, 0.8859923)",,,
"(1, 0.024925949)","(3, 0.96850127)",,,
"(3, 0.9913611)",,,,
"(3, 0.9922041)",,,,
"(0, 0.18488649)","(3, 0.8117899)",,,
"(0, 0.09273004)","(3, 0.90452176)",,,
"(3, 0.9932966)",,,,
"(0, 0.2094276)","(3, 0.7876385)",,,
"(0, 0.07668978)","(3, 0.90145534)","(4, 0.019933647)",,
"(3, 0.9928725)",,,,
"(0, 0.0684704)","(3, 0.9287488)",,,
"(0, 0.077325515)","(1, 0.030376878)","(3, 0.8908054)",,
"(0, 0.09454547)","(3, 0.902604)",,,
"(0, 0.20936665)","(3, 0.7879644)",,,
"(0, 0.1931217)","(3, 0.80417633)",,,
"(0, 0.24332584)","(3, 0.7544164)",,,
"(0, 0.080460064)","(3, 0.9169337)",,,
"(0, 0.15808812)","(3, 0.83882785)",,,
"(3, 0.99176216)",,,,
"(1, 0.021483894)","(3, 0.97178316)",,,
"(0, 0.18799864)","(3, 0.8091558)",,,
"(3, 0.9924498)",,,,
"(3, 0.9919178)",,,,
"(0, 0.012078114)","(3, 0.98575574)",,,
"(3, 0.9922988)",,,,
"(0, 0.07396251)","(3, 0.92373437)",,,
"(3, 0.9916082)",,,,
"(0, 0.11084896)","(3, 0.8863733)",,,
"(3, 0.9922758)",,,,
"(0, 0.055960756)","(3, 0.94142836)",,,
"(0, 0.11811275)","(1, 0.029830618)","(3, 0.8502441)",,
"(0, 0.07854209)","(3, 0.9190469)",,,
"(0, 0.08658042)","(3, 0.91109055)",,,
"(3, 0.9941539)",,,,
"(0, 0.05171167)","(3, 0.94604874)",,,
"(1, 0.019893311)","(3, 0.9212705)","(4, 0.05255941)",,
"(0, 0.07156158)","(3, 0.9258572)",,,
"(0, 0.06312159)","(3, 0.93447155)",,,
"(3, 0.9910173)",,,,
"(0, 0.103874326)","(3, 0.89320606)",,,
"(1, 0.015566141)","(3, 0.97745734)",,,
"(0, 0.9910395)",,,,
"(0, 0.99174446)",,,,
"(0, 0.9914155)",,,,
"(0, 0.8953737)","(3, 0.101626456)",,,
"(0, 0.9719973)","(2, 0.020608697)",,,
"(0, 0.99276435)",,,,
"(0, 0.9918753)",,,,
"(0, 0.9926136)",,,,
"(0, 0.99097306)",,,,
"(0, 0.99057645)",,,,
"(0, 0.9904709)",,,,
"(0, 0.96512234)","(3, 0.03213944)",,,
"(0, 0.9311868)","(3, 0.065488376)",,,
"(0, 0.9922285)",,,,
"(0, 0.9444312)","(1, 0.019499816)","(4, 0.028278172)",,
"(0, 0.99106514)",,,,
"(0, 0.99135554)",,,,
"(0, 0.99149144)",,,,
"(0, 0.9922252)",,,,
"(0, 0.99098825)",,,,
"(0, 0.9917781)",,,,
"(0, 0.9551841)","(3, 0.041105643)",,,
"(0, 0.9920779)",,,,
"(0, 0.9336373)","(4, 0.057659365)",,,
"(0, 0.9606188)","(3, 0.03653526)",,,
"(0, 0.9413119)","(3, 0.056137584)",,,
"(0, 0.96943206)","(4, 0.022670934)",,,
"(0, 0.99176097)",,,,
"(0, 0.9915866)",,,,
"(0, 0.9552726)","(3, 0.04180733)",,,
"(0, 0.16894567)","(3, 0.82792675)",,,
"(0, 0.03360742)","(3, 0.9638167)",,,
"(0, 0.28132197)","(3, 0.71648663)",,,
"(0, 0.10689268)","(2, 0.02020697)","(3, 0.7884938)","(4, 0.083393924)",
"(3, 0.9925135)",,,,
"(0, 0.113253765)","(3, 0.88386333)",,,
"(0, 0.0778335)","(3, 0.9196476)",,,
"(0, 0.036293603)","(3, 0.9616216)",,,
"(3, 0.9933668)",,,,
"(0, 0.065430276)","(3, 0.87531847)","(4, 0.05778041)",,
"(0, 0.1075318)","(3, 0.8902549)",,,
"(0, 0.1450376)","(3, 0.852385)",,,
"(0, 0.10182242)","(3, 0.89579844)",,,
"(0, 0.15042648)","(3, 0.8466114)",,,
"(0, 0.44909382)","(1, 0.051035542)","(3, 0.49841008)",,
"(0, 0.19830064)","(2, 0.045748893)","(3, 0.75419617)",,
"(0, 0.10606101)","(2, 0.013188115)","(3, 0.8791612)",,
"(3, 0.9922551)",,,,
"(1, 0.037590466)","(3, 0.9539276)",,,
"(0, 0.17092094)","(3, 0.8264385)",,,
"(0, 0.06783251)","(2, 0.10665464)","(3, 0.82377476)",,
"(0, 0.19244258)","(2, 0.0753192)","(3, 0.73010397)",,
"(1, 0.023629572)","(3, 0.9697457)",,,
"(0, 0.05503272)","(3, 0.89115965)","(4, 0.05217071)",,
"(2, 0.03514647)","(3, 0.95684415)",,,
"(0, 0.20375293)","(3, 0.7934762)",,,
"(0, 0.108672656)","(3, 0.88883436)",,,
"(0, 0.1949463)","(3, 0.7671095)","(4, 0.036098912)",,
"(0, 0.03428245)","(3, 0.9631909)",,,
"(0, 0.17495625)","(3, 0.822435)",,,
"(0, 0.12998159)","(1, 0.044737235)","(3, 0.82372624)",,
"(1, 0.110699505)","(3, 0.8820606)",,,
"(0, 0.106622525)","(1, 0.046243012)","(3, 0.8453667)",,
"(0, 0.379062)","(3, 0.6182886)",,,
"(0, 0.23362644)","(3, 0.76379836)",,,
"(0, 0.21105817)","(3, 0.78681034)",,,
"(0, 0.16601852)","(3, 0.8316241)",,,
"(0, 0.031553622)","(1, 0.14422692)","(3, 0.82262444)",,
"(2, 0.09421131)","(3, 0.8999215)",,,
"(0, 0.04732515)","(3, 0.9499708)",,,
"(0, 0.039930508)","(3, 0.9574958)",,,
"(0, 0.25341153)","(3, 0.743776)",,,
"(0, 0.082705736)","(1, 0.06959446)","(3, 0.84591067)",,
"(0, 0.12126524)","(3, 0.8765805)",,,
"(0, 0.103377774)","(3, 0.8944107)",,,
"(0, 0.31601772)","(3, 0.6814058)",,,
"(1, 0.08698711)","(3, 0.888759)","(4, 0.019616656)",,
"(0, 0.055856537)","(3, 0.94173217)",,,
"(0, 0.21093304)","(3, 0.78668725)",,,
"(0, 0.09052752)","(1, 0.025660308)","(3, 0.8821645)",,
"(0, 0.22713925)","(3, 0.7706491)",,,
"(0, 0.050157126)","(3, 0.94729817)",,,
"(0, 0.07805989)","(3, 0.9196588)",,,
"(3, 0.9928967)",,,,
"(0, 0.043485895)","(3, 0.9543686)",,,
"(0, 0.16546005)","(3, 0.81154853)","(4, 0.021190345)",,
"(0, 0.08457503)","(3, 0.9127117)",,,
"(0, 0.05361701)","(3, 0.9440256)",,,
"(0, 0.32123053)","(3, 0.6759275)",,,
"(0, 0.1728537)","(1, 0.032641247)","(2, 0.021989346)","(3, 0.7718166)",
"(0, 0.6061924)","(3, 0.391229)",,,
"(0, 0.8238089)","(1, 0.09528626)","(3, 0.07920053)",,
"(0, 0.74739563)","(3, 0.24990214)",,,
"(0, 0.6721783)","(3, 0.2849086)","(4, 0.040992733)",,
"(0, 0.34813625)","(1, 0.15105961)","(3, 0.4994622)",,
"(0, 0.65453696)","(3, 0.34255219)",,,
"(0, 0.5291747)","(1, 0.060988907)","(3, 0.4083299)",,
"(0, 0.807586)","(3, 0.18980236)",,,
"(0, 0.51614857)","(3, 0.4157505)","(4, 0.06634704)",,
"(0, 0.4556796)","(3, 0.3734611)","(4, 0.16908179)",,
"(0, 0.39046293)","(1, 0.036695357)","(3, 0.57109606)",,
"(0, 0.26435265)","(1, 0.24566384)","(3, 0.39862394)","(4, 0.0904863)",
"(0, 0.7912871)","(1, 0.14726363)","(4, 0.05563397)",,
"(0, 0.46807152)","(3, 0.479478)","(4, 0.05058721)",,
"(0, 0.5062511)","(2, 0.022112535)","(3, 0.4700523)",,
"(0, 0.70513076)","(3, 0.29278475)",,,
"(0, 0.34248954)","(1, 0.20623809)","(2, 0.08287179)","(3, 0.36759388)",
"(0, 0.5943195)","(1, 0.07473483)","(3, 0.32913312)",,
"(0, 0.7899949)","(3, 0.16616735)","(4, 0.041945662)",,
"(0, 0.8085029)","(3, 0.18928587)",,,
"(0, 0.5730883)","(3, 0.350284)","(4, 0.074848674)",,
"(0, 0.95215523)","(3, 0.044964552)",,,
"(0, 0.39922443)","(1, 0.10568461)","(2, 0.05360784)","(3, 0.44075724)",
"(0, 0.65341085)","(3, 0.31129795)","(4, 0.033268265)",,
"(0, 0.766801)","(3, 0.2307399)",,,
"(0, 0.5737451)","(3, 0.42361602)",,,
